Available from: "http://www.isa.ulisboa.pt/proj/clipick/climaterequest_fast.php?ar=5&lat=38.7087&lon=-9.1849&mod=hisafe&fmt=csv&tspan=d&sd=01&sm=01&sy=1981&ed=31&em=12&ey=2010&dts=knmievaluation"
Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind,VPD,
23,3,1987,15.14,7.67,73.81,1.70,14.68,0.00,2.32,0.15513037296537613,
24,3,1987,14.47,12.14,88.63,0.69,1.84,10.30,6.61,0.1619121065350535,
25,3,1987,16.88,12.14,88.99,1.22,9.47,2.04,4.96,0.2524912438099427,
26,3,1987,16.39,9.45,81.37,1.86,16.50,0.02,2.85,0.2469873242253784,
27,3,1987,15.83,8.89,81.18,2.00,17.94,0.01,2.62,0.3026812796773578,
28,3,1987,15.55,8.68,76.60,1.83,10.82,1.02,5.84,0.42879396145345916,
29,3,1987,14.51,7.53,64.70,2.51,20.71,0.00,6.50,0.47784138743139726,
30,3,1987,16.69,4.61,61.21,2.55,23.98,0.00,3.87,0.4219449112765964,
31,3,1987,18.06,5.74,68.19,2.44,23.69,0.00,3.01,0.22440804448692053,
1,4,1987,17.06,7.94,83.25,1.26,12.10,0.40,4.66,0.1913003738687309,
2,4,1987,12.85,9.49,84.17,1.29,6.72,9.13,6.82,0.2621111742871721,
3,4,1987,11.00,7.74,75.89,2.80,14.81,6.72,8.19,0.3232259041234967,
4,4,1987,13.74,8.61,73.41,2.72,15.41,4.89,8.75,0.34538856924310224,
5,4,1987,16.04,10.17,74.66,2.48,17.15,1.32,4.64,0.07264689507814204,
6,4,1987,16.59,12.66,95.08,0.89,4.49,11.28,7.32,0.2182238724677399,
7,4,1987,17.47,12.09,85.42,1.81,14.82,2.69,2.13,0.2620251044816413,
8,4,1987,16.00,12.35,81.78,1.99,11.85,6.54,2.66,0.3252617023961033,
9,4,1987,15.57,10.99,76.26,2.01,13.49,0.41,3.86,0.3255530889300653,
10,4,1987,15.04,8.80,74.47,1.86,12.72,0.12,3.55,0.27570415615633204,
11,4,1987,16.98,9.84,80.24,2.17,16.34,0.54,4.39,0.2998298281674534,
12,4,1987,18.71,8.85,79.30,2.63,23.97,0.01,6.07,0.45642673948261314,
13,4,1987,23.66,8.96,73.73,3.05,25.12,0.00,3.70,0.7720118673453573,
14,4,1987,26.16,9.65,60.02,3.76,25.69,0.00,4.78,0.9252846539278476,
15,4,1987,26.59,11.65,54.44,3.73,23.62,0.00,4.84,0.22448614078790796,
16,4,1987,18.84,13.20,86.03,1.32,7.28,4.02,6.14,0.16017815877152763,
17,4,1987,18.28,13.27,89.87,1.64,12.64,2.98,3.49,0.1990821888872789,
18,4,1987,18.48,10.92,86.77,1.81,16.04,0.31,2.28,0.29349757887085604,
19,4,1987,21.23,9.35,81.67,2.72,24.00,0.04,2.63,0.38213586516578313,
20,4,1987,23.78,10.46,78.70,1.92,16.12,0.00,2.20,0.24936151159882658,
21,4,1987,19.71,12.04,84.50,2.33,23.01,0.05,2.56,0.2509229721999966,
22,4,1987,21.73,10.70,85.02,2.38,24.19,0.03,1.98,0.2246576361483683,
23,4,1987,18.93,12.16,85.71,1.73,17.64,0.13,3.11,0.3309125539046234,
24,4,1987,17.01,12.46,77.77,2.10,16.21,2.59,5.19,0.3682617351344164,
25,4,1987,18.93,10.36,75.59,2.22,21.77,0.02,2.73,0.29363577668824825,
26,4,1987,20.67,9.72,81.43,2.27,26.52,0.13,2.14,0.276370940134806,
27,4,1987,19.33,11.51,82.39,1.52,14.69,4.38,5.60,0.3882253828799651,
28,4,1987,18.49,13.82,75.94,2.04,15.54,0.29,5.09,0.2737697577994591,
29,4,1987,19.30,11.59,82.57,2.14,20.04,0.77,3.80,0.4488948849929246,
30,4,1987,24.03,10.60,75.27,2.66,27.42,0.00,4.35,0.49004518555995147,
1,5,1987,26.33,11.21,75.45,2.44,26.82,0.00,3.18,0.27877279363330953,
2,5,1987,20.73,13.67,83.86,1.59,22.28,0.07,2.87,0.3503866484280076,
3,5,1987,22.75,14.07,81.19,1.49,23.08,0.00,2.79,0.7529717225235775,
4,5,1987,26.69,14.58,65.01,1.71,27.01,0.00,4.67,1.4020744321080736,
5,5,1987,26.83,12.71,32.85,1.65,28.71,0.00,6.05,1.2206511925757106,
6,5,1987,26.46,11.90,39.88,1.21,29.11,0.00,5.66,1.0550522568777863,
7,5,1987,28.94,12.20,52.79,1.23,28.75,0.00,2.54,0.30993633060077674,
8,5,1987,19.30,13.10,80.95,0.59,14.11,0.65,3.38,0.2581243276829852,
9,5,1987,20.85,15.00,85.57,1.76,17.49,3.58,3.24,0.2233207144206517,
10,5,1987,19.42,14.28,86.71,2.21,17.25,6.67,2.91,0.24447736729960856,
11,5,1987,20.63,12.91,85.55,2.24,21.19,0.39,2.40,0.31197550930232,
12,5,1987,20.36,11.79,80.92,2.39,26.78,0.00,4.46,0.4059781058180245,
13,5,1987,22.40,12.81,77.34,2.21,28.53,0.01,4.48,0.3613498934307078,
14,5,1987,21.33,13.16,79.25,1.77,25.72,0.43,4.02,0.41452608758119625,
15,5,1987,20.40,12.80,75.25,1.41,25.80,0.00,3.90,0.3739455782199612,
16,5,1987,19.88,12.14,76.94,1.15,23.72,2.87,3.25,0.17226917384151275,
17,5,1987,17.02,12.80,88.53,1.38,8.60,8.48,2.04,0.308902715360996,
18,5,1987,19.29,13.15,81.03,2.36,19.16,0.39,2.59,0.34167594665300527,
19,5,1987,22.47,11.63,80.50,2.78,26.24,0.02,1.97,0.3625587754800699,
20,5,1987,23.43,13.12,80.59,2.57,27.75,0.00,3.42,0.6227782084460378,
21,5,1987,27.14,13.90,71.14,2.54,28.19,0.04,3.15,0.3866225427446919,
22,5,1987,21.86,15.14,79.14,1.33,25.08,0.26,2.49,0.3569127360842135,
23,5,1987,18.92,15.84,79.26,1.34,16.27,1.25,3.59,0.3419310447625359,
24,5,1987,18.82,14.56,79.41,0.84,11.97,0.17,3.43,0.3130703591572064,
25,5,1987,18.87,13.93,80.88,0.93,14.31,0.39,2.06,0.3129185042864415,
26,5,1987,19.73,13.34,81.14,1.10,14.39,0.98,2.86,0.47892650242449286,
27,5,1987,20.72,13.40,72.09,1.37,24.79,0.05,4.00,0.511905999296614,
28,5,1987,21.74,12.02,70.28,1.07,27.48,0.00,5.21,0.7069873403436957,
29,5,1987,26.51,13.28,66.11,1.11,29.88,0.00,5.05,0.5789512379600621,
30,5,1987,24.25,11.73,69.03,0.74,29.66,0.00,5.13,0.6908072352204113,
31,5,1987,24.81,14.36,65.61,0.64,27.30,0.00,6.91,0.8713932135405142,
1,6,1987,26.63,14.08,59.03,0.76,29.59,0.00,5.92,0.9433780486761021,
2,6,1987,28.85,13.54,58.60,0.74,29.44,0.00,5.13,0.5365560695064331,
3,6,1987,25.60,15.47,74.58,0.54,28.34,0.01,4.76,0.6605083029251824,
4,6,1987,24.46,15.36,67.42,0.58,29.07,0.01,5.35,0.6702623846131612,
5,6,1987,25.38,17.29,69.23,0.56,28.17,0.00,5.52,0.8032128743086895,
6,6,1987,28.74,15.25,65.68,0.64,29.41,0.00,5.15,0.5609307908195016,
7,6,1987,23.82,15.73,71.97,0.46,26.41,0.00,5.44,0.6872880747162531,
8,6,1987,21.27,13.81,61.03,0.45,24.94,0.00,5.44,0.5594251036573832,
9,6,1987,20.69,13.07,67.12,0.42,20.65,0.00,3.59,0.6473752745433026,
10,6,1987,20.99,14.25,63.33,0.54,25.73,0.00,3.10,0.4563086941656018,
11,6,1987,22.11,16.16,76.15,0.52,19.07,0.48,3.29,0.48384998776264965,
12,6,1987,22.08,15.68,74.40,0.74,27.87,0.04,2.59,0.5018746782358305,
13,6,1987,21.87,14.58,72.58,0.42,10.48,0.42,3.61,0.5985738047106899,
14,6,1987,19.92,15.29,65.79,0.91,22.35,0.52,7.35,0.8108028656447569,
15,6,1987,21.11,13.72,53.69,0.73,27.54,0.00,6.92,0.9370009722518988,
16,6,1987,26.88,12.68,55.18,0.66,30.80,0.00,6.19,0.793340384097835,
17,6,1987,27.78,14.54,64.48,0.53,30.60,0.00,6.75,0.6757325809841817,
18,6,1987,23.43,14.69,65.01,0.39,30.88,0.00,8.35,0.5694270967348327,
19,6,1987,25.38,14.47,72.26,0.41,29.37,0.00,6.98,0.6416421993842578,
20,6,1987,26.72,16.24,71.18,0.44,27.62,0.02,8.07,1.1628260296339845,
21,6,1987,32.93,16.14,57.81,0.59,29.69,0.00,7.14,1.124484853200957,
22,6,1987,29.09,18.21,55.14,0.51,29.48,0.00,5.40,0.9710142843725942,
23,6,1987,28.22,18.08,60.03,0.47,29.07,0.00,3.52,1.007023643511791,
24,6,1987,28.82,18.62,59.80,0.48,28.44,0.00,3.04,1.5064976638368959,
25,6,1987,33.41,20.94,50.57,0.63,25.73,0.13,5.02,1.2826277474613839,
26,6,1987,33.42,18.50,56.04,0.51,28.06,0.00,6.06,1.2144985120743303,
27,6,1987,31.45,18.49,55.47,0.50,28.05,0.00,4.05,1.2370978195168099,
28,6,1987,31.15,19.66,55.19,1.01,26.97,0.65,3.89,1.1325585614442468,
29,6,1987,30.68,18.72,57.57,0.81,27.17,0.36,3.82,1.307156928216144,
30,6,1987,32.77,19.64,55.12,0.57,26.37,0.04,3.96,1.835374610917469,
1,7,1987,36.37,21.09,45.60,0.55,26.36,0.00,5.78,1.8793213274604537,
2,7,1987,34.45,24.75,44.60,0.49,27.75,0.00,4.72,2.310361806346462,
3,7,1987,39.55,23.47,40.87,0.58,29.41,0.00,4.78,1.9922194691807291,
4,7,1987,37.80,24.23,46.68,0.54,29.25,0.20,3.71,1.7264950815267577,
5,7,1987,36.89,21.94,50.44,1.36,24.04,2.97,2.82,0.5508086276344142,
6,7,1987,26.21,19.65,76.63,2.25,26.12,0.98,4.40,0.4907354751408881,
7,7,1987,25.67,18.05,78.05,1.09,28.74,0.00,2.60,1.277631943475482,
8,7,1987,34.95,19.94,59.47,0.83,27.30,0.10,2.36,1.072090112775387,
9,7,1987,34.82,20.80,66.35,0.76,25.43,0.45,5.20,0.4278557370833691,
10,7,1987,24.61,19.61,80.92,0.51,19.11,0.48,4.38,0.6882198810219573,
11,7,1987,29.16,19.02,73.05,0.95,25.08,0.43,3.59,0.8184416107974832,
12,7,1987,29.89,18.02,68.09,0.47,29.06,0.00,6.61,0.7040925096984973,
13,7,1987,27.91,17.08,70.12,0.36,29.71,0.00,5.83,0.6315435186427392,
14,7,1987,25.18,16.90,70.57,0.30,26.60,0.00,6.31,0.6006413417371825,
15,7,1987,24.91,16.86,71.74,0.30,26.12,0.01,5.16,0.5478807155357512,
16,7,1987,26.02,18.19,75.84,0.32,24.65,0.02,4.70,0.5205243414438436,
17,7,1987,25.78,18.54,77.05,0.73,22.25,0.67,5.32,0.8910149818151003,
18,7,1987,25.21,16.58,58.23,0.47,27.41,0.00,7.94,1.0243393852792173,
19,7,1987,29.08,15.53,56.97,0.42,30.18,0.00,7.86,1.085975039602245,
20,7,1987,32.40,16.01,59.76,0.45,29.81,0.00,3.02,1.0689735903333373,
21,7,1987,30.65,17.96,59.33,0.39,28.82,0.00,3.51,1.3617426506828543,
22,7,1987,34.36,18.93,55.15,0.44,28.71,0.00,3.80,0.7596565652798963,
23,7,1987,27.54,19.22,68.79,0.29,26.51,0.00,3.45,0.7796740692407629,
24,7,1987,27.81,17.69,67.21,0.32,27.91,0.00,3.99,1.666068171494403,
25,7,1987,35.06,20.76,48.09,0.99,24.04,0.66,4.51,1.879090102305034,
26,7,1987,36.34,20.51,43.70,0.56,25.12,0.05,3.20,0.7696163351547387,
27,7,1987,28.85,20.49,70.48,0.29,27.56,0.00,3.76,0.6374845821893538,
28,7,1987,27.29,20.09,74.10,0.32,23.08,0.07,3.93,0.9825417240769734,
29,7,1987,30.67,18.24,62.84,0.38,28.28,0.00,4.97,0.8220518111708259,
30,7,1987,26.43,17.31,63.54,0.26,28.72,0.00,8.68,1.8956622052161891,
31,7,1987,35.03,18.21,38.27,0.44,28.87,0.00,5.88,2.0950927260725476,
1,8,1987,35.82,18.62,34.08,0.42,29.14,0.00,5.28,2.2379015579632497,
2,8,1987,39.69,20.76,40.52,0.46,28.78,0.00,3.28,0.7148893431922223,
3,8,1987,29.85,20.08,73.21,0.25,26.88,0.00,3.62,0.4775383192300251,
4,8,1987,25.71,20.02,79.60,0.25,26.90,0.01,3.63,0.47658893055522733,
5,8,1987,23.08,18.86,77.34,0.28,18.57,0.23,5.15,0.3486512522703249,
6,8,1987,21.40,18.19,82.28,0.60,9.93,1.23,5.86,0.7048262427520693,
7,8,1987,24.57,16.99,66.57,0.93,23.40,0.17,6.03,0.7618860796677411,
8,8,1987,25.21,16.03,63.86,0.53,27.58,0.00,6.26,0.8826150832930324,
9,8,1987,26.28,16.12,59.67,0.34,28.12,0.00,7.61,1.1709977805749308,
10,8,1987,31.45,16.77,55.71,0.37,27.78,0.00,7.13,1.4975853818490756,
11,8,1987,35.49,17.03,51.12,0.36,26.54,0.00,6.00,0.8408898412606245,
12,8,1987,27.94,21.21,67.34,0.24,24.95,0.01,3.80,0.4731038873782123,
13,8,1987,25.10,19.85,79.33,0.29,16.01,0.19,2.97,0.5195077592358159,
14,8,1987,24.44,19.28,76.53,0.30,21.88,0.04,3.63,0.4119697607822903,
15,8,1987,24.40,19.38,81.41,0.81,15.25,1.16,4.21,0.5397575633170706,
16,8,1987,25.34,18.94,76.09,0.62,17.82,0.15,5.22,0.8104504638581673,
17,8,1987,29.94,18.44,68.71,0.50,26.16,0.00,6.62,0.9386965959278926,
18,8,1987,33.27,18.64,67.74,0.39,26.24,0.02,5.76,1.044174390564904,
19,8,1987,34.05,17.03,64.12,0.36,26.52,0.00,3.84,1.3840802781706045,
20,8,1987,34.23,17.17,52.85,0.37,26.05,0.00,2.45,0.8848028297777843,
21,8,1987,29.46,18.73,65.49,0.25,25.32,0.00,5.53,0.7622630659295113,
22,8,1987,25.56,17.99,65.74,0.21,24.33,0.00,7.79,0.7382239490337934,
23,8,1987,25.40,17.22,66.08,0.21,25.10,0.00,7.72,0.8615179645226752,
24,8,1987,25.61,16.63,60.18,0.25,24.97,0.00,6.87,0.8821315227127904,
25,8,1987,27.15,16.13,60.86,0.26,25.78,0.00,6.33,0.787447613991556,
26,8,1987,27.86,15.54,65.50,0.26,25.52,0.00,5.48,0.9356691394973617,
27,8,1987,27.43,16.65,59.30,0.24,25.38,0.00,8.35,1.1745596186899723,
28,8,1987,27.95,16.07,49.22,0.26,25.14,0.00,6.78,0.9926226673855962,
29,8,1987,27.64,16.62,57.10,0.27,25.00,0.00,4.73,0.4627013389410046,
30,8,1987,23.23,18.00,77.64,0.17,18.21,0.02,3.35,0.5729561846759039,
31,8,1987,23.09,17.35,71.76,0.20,14.92,0.02,2.40,0.6264881895272358,
1,9,1987,24.20,16.78,69.79,0.22,18.21,0.00,3.87,0.6441836663422897,
2,9,1987,27.36,15.65,71.35,0.25,23.75,0.00,5.00,0.6447972609669237,
3,9,1987,26.14,16.66,70.73,0.22,23.47,0.00,5.56,0.6759041288304937,
4,9,1987,26.33,17.10,69.79,0.21,23.20,0.01,8.07,0.8017564034322839,
5,9,1987,27.24,16.11,64.52,0.24,23.71,0.01,7.62,1.3944512613628606,
6,9,1987,34.50,16.89,52.74,0.32,23.54,0.00,5.92,1.3822167369508398,
7,9,1987,31.68,18.54,49.76,0.29,23.33,0.00,4.28,1.273764566266211,
8,9,1987,33.44,18.19,56.14,0.28,23.42,0.00,6.44,0.9679506344240845,
9,9,1987,29.80,17.49,61.76,0.24,23.40,0.00,7.68,1.264299283644932,
10,9,1987,33.63,17.97,56.59,0.29,22.81,0.00,5.78,0.8169875031423481,
11,9,1987,29.82,16.99,67.44,0.24,22.35,0.01,2.55,1.6575353777836526,
12,9,1987,34.19,17.34,43.61,0.35,22.31,0.02,2.62,2.1291326723107353,
13,9,1987,38.55,18.05,38.69,0.35,22.32,0.00,2.96,0.9686827144885681,
14,9,1987,30.19,17.47,62.22,0.22,21.93,0.00,2.73,1.0041957200772438,
15,9,1987,30.23,17.84,61.16,0.25,21.79,0.00,2.39,1.7826663489487788,
16,9,1987,35.47,19.40,43.94,0.32,20.65,0.00,2.21,2.24570636343294,
17,9,1987,38.00,21.83,37.79,0.30,18.65,0.00,2.25,1.2519497590948507,
18,9,1987,35.64,22.13,62.66,0.22,17.97,0.07,2.76,0.3853714645534889,
19,9,1987,25.00,20.32,83.30,0.42,9.74,0.73,2.98,0.5952065840510026,
20,9,1987,25.79,19.11,74.10,0.49,17.73,0.03,4.44,0.5761584935105319,
21,9,1987,24.47,18.90,73.76,0.30,16.58,0.00,3.84,0.34816126355693466,
22,9,1987,23.75,19.87,84.17,0.53,8.48,3.03,3.72,0.2822973140955405,
23,9,1987,23.79,19.14,86.95,1.31,10.66,6.13,2.56,0.25278275411355144,
24,9,1987,23.66,19.18,88.28,1.61,9.54,1.05,6.03,0.2862945127779508,
25,9,1987,22.37,19.30,86.25,2.49,7.83,18.16,9.08,0.16615448017365142,
26,9,1987,21.35,18.97,91.71,1.96,7.02,11.14,6.41,0.29863856028283164,
27,9,1987,22.68,17.82,85.26,2.11,13.19,2.39,3.08,0.3508002156743111,
28,9,1987,23.49,16.56,82.61,2.38,18.12,0.00,2.05,0.2734728118788272,
29,9,1987,25.11,16.12,87.01,2.09,16.81,0.72,1.45,0.2098483803340212,
30,9,1987,22.96,16.80,89.48,1.43,8.93,1.72,2.48,0.31126916028396123,
1,10,1987,22.72,16.40,84.13,1.93,15.53,0.09,2.21,0.2822078515977604,
2,10,1987,20.70,16.40,84.68,1.52,10.03,2.06,2.21,0.4329193652349863,
3,10,1987,19.63,15.25,75.01,1.93,15.12,0.27,2.05,0.39879361536758773,
4,10,1987,19.86,14.20,76.55,1.66,14.80,0.01,1.73,0.40088320814405987,
5,10,1987,20.66,13.21,76.49,1.74,16.35,0.26,1.69,0.37063258830236223,
6,10,1987,19.76,13.22,77.62,1.51,14.91,0.28,2.78,0.22907324906972026,
7,10,1987,19.87,12.95,86.13,0.71,6.85,1.72,2.27,0.32309374051517703,
8,10,1987,22.15,15.52,82.88,1.64,13.59,0.41,3.21,0.17130012801855843,
9,10,1987,18.75,15.32,89.86,0.66,3.41,8.66,2.84,0.3753091364378458,
10,10,1987,17.60,13.17,75.69,2.26,11.09,1.88,5.98,0.2895597023193568,
11,10,1987,18.23,12.81,81.45,1.18,6.62,4.04,3.56,0.4390399778490599,
12,10,1987,18.45,14.37,73.13,1.81,9.16,0.00,3.03,0.32300721737544835,
13,10,1987,19.00,12.49,79.66,1.32,9.38,0.06,2.70,0.3123215152459127,
14,10,1987,18.62,12.20,79.95,1.20,7.40,0.03,3.46,0.2113732266851427,
15,10,1987,20.77,17.92,88.98,1.50,5.76,11.52,10.18,0.5418188291469426,
16,10,1987,18.75,14.80,67.50,2.57,12.08,0.02,4.33,0.47492281570730754,
17,10,1987,19.36,13.90,71.42,1.56,10.83,0.00,1.37,0.41384105668763693,
18,10,1987,19.24,13.57,74.80,1.25,8.72,0.00,2.05,0.1538077639523867,
19,10,1987,17.58,11.97,89.73,0.55,0.57,20.67,4.57,0.4123700401115147,
20,10,1987,17.23,13.39,73.13,2.01,12.85,0.58,3.47,0.35060130767859743,
21,10,1987,16.14,11.86,75.42,0.90,6.00,0.00,1.37,0.31894204579535246,
22,10,1987,16.69,8.47,76.17,1.18,8.61,0.83,1.40,0.18747458615904833,
23,10,1987,18.50,8.67,86.91,1.24,9.52,0.61,2.58,0.2937226522319294,
24,10,1987,19.34,12.75,81.82,1.42,10.34,0.00,2.95,0.22403917806033347,
25,10,1987,22.64,13.81,87.86,1.20,9.55,0.34,3.27,0.3156154713173356,
26,10,1987,23.14,15.05,83.63,1.46,11.78,0.83,2.88,0.1018018600481887,
27,10,1987,16.31,14.19,93.32,0.80,1.26,13.83,6.00,0.0983195181297929,
28,10,1987,15.95,12.56,93.19,0.63,3.38,2.09,2.69,0.25431433371799006,
29,10,1987,17.34,13.14,83.38,1.24,6.87,0.67,3.41,0.405241618102006,
30,10,1987,19.15,15.75,76.56,1.86,7.42,0.45,7.13,0.30005332626032244,
31,10,1987,21.00,15.39,83.46,1.48,10.22,0.25,5.30,0.43492491399092037,
1,11,1987,23.69,14.33,77.50,1.63,10.31,0.00,4.56,0.5497409743132509,
2,11,1987,22.29,14.47,70.30,1.85,8.46,0.09,5.81,0.551850382247516,
3,11,1987,24.01,15.29,72.33,2.49,11.17,1.50,7.45,0.4749823754106137,
4,11,1987,22.90,16.04,75.72,1.82,10.40,0.30,4.35,0.31665776882299324,
5,11,1987,22.13,13.22,82.32,1.19,10.31,0.01,2.40,0.05101597079131981,
6,11,1987,16.90,13.37,96.64,0.40,0.16,30.88,4.43,0.12351301711844775,
7,11,1987,17.76,15.33,92.47,0.74,3.06,2.33,5.44,0.18159221989221663,
8,11,1987,16.68,12.13,87.57,0.79,3.08,1.09,4.90,0.171480350900733,
9,11,1987,15.91,11.28,87.71,0.84,4.44,1.40,4.69,0.19702278778886106,
10,11,1987,16.65,9.51,85.61,1.12,9.35,0.00,3.51,0.22211338469693165,
11,11,1987,16.83,10.50,84.25,1.06,7.92,0.00,2.71,0.2691373193176556,
12,11,1987,16.54,10.41,80.69,1.01,6.90,0.00,1.26,0.1847228015712381,
13,11,1987,16.77,14.08,88.01,0.75,3.78,1.09,4.11,0.25460255206600557,
14,11,1987,16.56,10.58,81.82,1.30,8.63,0.95,2.70,0.2154510841309285,
15,11,1987,17.21,9.51,84.56,1.02,9.52,0.00,1.37,0.16544184420446117,
16,11,1987,18.37,10.94,88.97,0.94,9.24,0.02,2.77,0.27963790390163656,
17,11,1987,20.90,10.50,82.74,1.18,11.44,0.00,3.56,0.32810754488994864,
18,11,1987,21.56,10.12,80.06,1.23,11.59,0.00,3.49,0.25519953262444584,
19,11,1987,19.77,9.75,83.35,1.01,11.63,0.00,3.04,0.2155116610123673,
20,11,1987,20.70,8.37,86.01,0.97,11.54,0.03,2.44,0.2954890021522545,
21,11,1987,19.94,9.24,80.63,1.31,11.16,0.11,4.20,0.3529505561231995,
22,11,1987,16.24,7.31,72.50,1.34,11.26,0.00,4.23,0.24865633038403379,
23,11,1987,13.52,7.95,79.05,0.92,3.27,0.89,5.62,0.19272556799762186,
24,11,1987,12.82,6.18,82.63,1.03,5.29,3.90,4.10,0.16893053150544446,
25,11,1987,12.41,6.68,84.75,1.08,8.83,1.39,3.55,0.21787673239810335,
26,11,1987,13.15,7.32,81.12,0.96,7.07,0.88,2.61,0.2659020054511434,
27,11,1987,12.79,6.18,76.01,1.17,10.94,0.13,2.92,0.21158138723479092,
28,11,1987,12.39,3.64,79.44,0.91,10.92,0.00,2.97,0.2811653044448488,
29,11,1987,14.20,3.17,74.18,1.06,10.52,0.00,3.83,0.23119154821610088,
30,11,1987,12.71,6.66,79.33,0.60,1.77,0.13,4.02,0.20904650498449873,
1,12,1987,14.42,10.35,83.91,0.72,2.77,1.11,4.32,0.11717949354139301,
2,12,1987,12.87,10.19,90.49,0.99,4.19,9.05,6.56,0.14301189737299191,
3,12,1987,15.70,8.91,89.06,0.97,3.83,8.35,4.94,0.3296951262139023,
4,12,1987,14.11,9.57,73.85,1.68,7.66,2.22,6.23,0.20626519855631598,
5,12,1987,14.62,10.51,84.29,1.26,3.92,5.90,5.07,0.1569448890562013,
6,12,1987,16.31,11.37,88.92,0.81,5.61,19.27,3.37,0.09959507299778658,
7,12,1987,14.20,9.95,92.20,0.94,3.75,7.13,6.00,0.063837603093581,
8,12,1987,12.03,10.10,94.67,1.10,1.05,21.27,8.16,0.2444278250921983,
9,12,1987,14.78,10.43,81.44,0.88,4.29,0.19,3.97,0.09461648575447978,
10,12,1987,16.32,14.23,93.80,0.56,1.06,7.11,6.85,0.02027577414597137,
11,12,1987,15.89,12.75,98.60,0.09,0.33,31.70,3.58,0.04114282661890645,
12,12,1987,16.11,13.18,97.21,0.54,0.84,21.80,7.95,0.15671321396046256,
13,12,1987,15.56,13.27,89.22,1.63,4.24,13.07,8.44,0.16276709337578787,
14,12,1987,17.00,13.65,89.39,0.84,3.74,8.88,7.03,0.0337629630667684,
15,12,1987,17.78,16.57,98.01,0.37,1.38,28.77,6.93,0.0325664170849056,
16,12,1987,18.28,16.41,98.10,0.39,2.24,3.20,5.56,0.11924448481393402,
17,12,1987,18.18,12.39,92.27,0.96,7.67,0.59,3.80,0.0623845780581167,
18,12,1987,16.94,12.65,95.82,0.17,1.49,2.69,2.68,0.08780843982670206,
19,12,1987,16.85,10.85,93.83,0.63,6.21,0.40,2.29,0.19584310153293005,
20,12,1987,18.46,10.13,86.74,0.89,9.39,0.02,2.97,0.08957291677738222,
21,12,1987,16.55,9.15,93.38,0.57,6.97,0.23,1.40,0.1003358459154613,
22,12,1987,15.05,8.83,92.14,0.56,5.37,0.09,1.66,0.16918358019526747,
23,12,1987,13.54,11.78,87.12,0.48,3.22,0.15,1.00,0.12763895308263962,
24,12,1987,15.04,8.88,90.01,0.55,5.96,0.05,1.09,0.06331132264104755,
25,12,1987,15.52,9.87,95.24,0.25,2.07,2.41,1.10,0.08277474807358165,
26,12,1987,15.38,8.59,93.55,0.57,6.87,0.22,2.97,0.16021840866986237,
27,12,1987,16.48,7.12,87.57,0.77,9.05,0.01,3.31,0.18589575062995012,
28,12,1987,16.66,8.04,85.96,0.81,9.63,0.00,4.09,0.1675791722644997,
29,12,1987,15.50,8.51,86.97,0.45,3.59,0.16,2.95,0.21338511134759064,
30,12,1987,14.46,10.64,83.72,0.72,4.09,0.22,3.23,0.2818052777269884,
31,12,1987,14.70,8.73,77.61,1.29,4.95,4.94,5.37,0.2159690912153227,
1,1,1988,14.98,7.42,82.46,0.83,7.34,0.00,2.48,0.06751605106567582,
2,1,1988,14.86,9.31,94.74,0.40,2.20,3.57,4.52,0.2813493871037773,
3,1,1988,15.33,11.43,79.54,1.00,4.31,0.01,3.20,0.2603104303791586,
4,1,1988,14.27,12.61,81.05,0.95,3.23,0.43,4.49,0.17319253658115685,
5,1,1988,15.56,13.50,88.16,1.29,1.25,11.95,9.34,0.36391937702321075,
6,1,1988,14.38,8.90,70.90,1.68,7.92,0.43,5.11,0.30732257532231877,
7,1,1988,13.78,7.02,73.74,0.93,6.14,0.18,1.62,0.14351058501714165,
8,1,1988,13.58,5.00,87.05,0.76,9.72,0.00,1.79,0.1852827666295901,
9,1,1988,14.75,4.31,83.73,0.75,9.31,0.00,1.62,0.06955376629989773,
10,1,1988,13.24,6.17,93.82,0.35,3.71,1.71,2.60,0.1525928070346083,
11,1,1988,13.75,8.89,87.54,0.74,6.61,0.13,1.82,0.09593490957474704,
12,1,1988,14.14,7.52,92.00,0.47,0.80,10.44,5.84,0.22738877282198655,
13,1,1988,14.29,10.25,82.38,1.14,6.50,18.02,3.89,0.102433315960621,
14,1,1988,12.60,7.50,91.00,1.18,4.33,15.66,5.59,0.20410007941290442,
15,1,1988,12.72,6.73,81.79,1.20,6.98,3.11,4.47,0.14962349654304807,
16,1,1988,11.57,7.72,86.48,0.98,6.09,2.88,4.84,0.24785930713671722,
17,1,1988,15.95,8.62,81.07,1.14,9.44,0.01,6.33,0.20625778067690792,
18,1,1988,15.42,6.36,83.10,1.15,10.27,1.15,3.71,0.21547522647657757,
19,1,1988,13.26,8.56,81.97,1.25,7.44,7.52,6.22,0.210561255719374,
20,1,1988,13.82,7.06,82.05,0.71,5.93,0.22,3.53,0.18252968438747263,
21,1,1988,13.85,7.95,84.79,0.79,6.21,0.18,2.37,0.14665773564059692,
22,1,1988,14.62,8.95,88.38,0.57,4.89,0.23,2.75,0.13026876102229767,
23,1,1988,13.22,10.61,89.66,0.49,3.33,0.59,2.78,0.08601094936495701,
