"Available from: ""http://www.isa.ulisboa.pt/proj/clipick/climaterequest_fast.php?ar=5&lat=38.7087&lon=-9.1849&mod=hisafe&fmt=csv&tspan=d&sd=01&sm=01&sy=2006&ed=31&em=12&ey=2100&dts=knmircp85""",
Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind,vpd
29,4,2013,19.04,12.60,59.16,0.69,26.55,0.00,7.70,0.7478
30,4,2013,18.44,12.77,60.84,0.63,18.29,0.00,7.05,0.7043
1,5,2013,21.48,11.38,63.09,0.79,27.56,0.00,6.69,0.7211
2,5,2013,21.61,11.72,64.76,0.78,28.27,0.00,6.30,0.6975
3,5,2013,20.21,11.91,65.69,0.67,22.42,0.06,5.72,0.6456
4,5,2013,23.41,10.68,59.25,0.86,28.45,0.00,5.14,0.8486
5,5,2013,20.54,11.82,72.88,0.64,27.60,0.09,4.68,0.5158
6,5,2013,17.41,11.83,58.36,0.77,17.38,0.48,6.74,0.7028
7,5,2013,16.26,10.22,59.47,0.58,15.24,0.01,5.15,0.6272
8,5,2013,18.30,8.51,67.83,0.70,26.81,0.13,3.89,0.5169
9,5,2013,19.21,14.31,80.36,0.85,17.61,0.70,4.11,0.3788
10,5,2013,17.36,11.42,87.90,2.03,10.73,16.96,5.02,0.2016
11,5,2013,16.39,10.92,80.15,2.37,16.46,3.11,4.27,0.3146
12,5,2013,18.23,11.68,77.50,2.67,22.55,0.62,2.00,0.3901
13,5,2013,20.79,10.58,70.66,2.88,23.05,0.13,3.64,0.5474
14,5,2013,21.13,13.10,84.87,3.43,23.32,12.33,3.15,0.3037
15,5,2013,22.59,14.53,79.63,2.74,17.31,3.45,3.64,0.4476
16,5,2013,28.45,15.23,61.65,4.93,27.72,0.63,5.69,1.0759
17,5,2013,24.70,14.77,67.55,2.86,16.70,0.04,6.15,0.7775
18,5,2013,18.96,12.99,78.10,2.17,20.13,0.24,6.09,0.4039
19,5,2013,17.97,10.80,69.96,2.23,24.80,0.01,3.30,0.504
20,5,2013,18.82,14.36,89.98,1.17,10.11,2.02,4.33,0.1908
21,5,2013,19.46,16.58,90.05,1.40,13.43,0.78,4.75,0.2064
22,5,2013,22.03,13.66,77.59,2.42,22.35,0.72,4.45,0.472
23,5,2013,24.68,12.70,69.06,2.46,30.21,0.00,6.54,0.708
24,5,2013,29.09,13.90,60.58,2.26,28.39,0.00,3.99,1.1067
25,5,2013,28.10,14.91,61.85,1.48,30.09,0.00,4.26,1.0486
26,5,2013,25.14,13.97,70.60,0.94,30.06,0.00,5.88,0.7041
27,5,2013,23.49,13.90,64.69,0.85,31.11,0.01,7.94,0.7913
28,5,2013,29.62,13.34,54.11,1.21,30.64,0.00,3.53,1.3039
29,5,2013,26.92,12.77,61.23,0.85,30.81,0.00,4.59,0.9739
30,5,2013,26.77,12.80,60.39,0.76,31.49,0.00,7.08,0.9894
31,5,2013,25.77,13.35,67.64,0.73,31.22,0.01,5.71,0.7845
1,6,2013,23.89,12.79,69.68,0.62,30.69,0.00,6.45,0.6733
2,6,2013,26.63,13.66,64.30,0.71,30.96,0.00,6.73,0.9018
3,6,2013,30.81,14.18,60.25,0.82,29.74,0.00,4.25,1.2047
4,6,2013,29.25,16.50,57.39,0.71,29.38,0.00,3.46,1.2657
5,6,2013,25.56,17.27,71.01,0.58,28.80,0.03,3.19,0.7604
6,6,2013,28.00,17.11,61.72,0.67,27.84,0.05,4.23,1.097
7,6,2013,31.62,18.11,48.45,0.76,30.55,0.00,3.11,1.7352
8,6,2013,32.44,16.64,47.49,0.68,30.28,0.00,2.86,1.777
9,6,2013,26.32,18.54,60.91,0.64,26.68,0.21,2.62,1.0868
10,6,2013,29.00,19.51,67.51,0.60,12.55,0.47,3.75,1.0192
11,6,2013,20.92,17.20,87.60,1.77,12.25,8.12,2.83,0.2751
12,6,2013,24.58,13.65,68.26,3.31,26.50,0.14,4.38,0.7383
13,6,2013,21.52,11.55,70.41,2.20,30.66,0.03,4.64,0.5813
14,6,2013,19.99,13.28,53.53,1.41,26.47,0.00,6.58,0.8974
15,6,2013,22.08,11.85,57.74,0.88,30.96,0.00,6.56,0.8548
16,6,2013,22.25,12.53,60.91,0.61,30.61,0.00,6.47,0.8085
17,6,2013,22.54,14.25,54.10,0.49,31.45,0.00,8.85,0.9999
18,6,2013,23.88,12.06,44.10,0.51,31.86,0.00,7.87,1.2216
19,6,2013,23.59,12.67,51.56,0.47,31.64,0.00,6.72,1.0601
20,6,2013,26.80,13.67,59.15,0.51,30.98,0.00,6.31,1.0393
21,6,2013,24.61,14.86,66.03,0.39,30.81,0.00,7.95,0.8127
22,6,2013,25.75,14.33,60.08,0.44,31.08,0.00,7.68,0.9871
23,6,2013,30.54,14.76,56.25,0.56,30.88,0.00,5.10,1.3246
24,6,2013,34.22,16.14,46.37,0.61,30.70,0.00,5.11,1.9359
25,6,2013,29.75,18.06,56.19,0.35,14.20,0.21,3.19,1.37
26,6,2013,26.06,19.42,69.63,0.54,21.76,0.25,4.34,0.8548
27,6,2013,24.65,16.39,72.64,0.53,26.53,0.11,6.68,0.6794
28,6,2013,26.21,15.41,65.91,0.46,30.74,0.00,8.42,0.8785
29,6,2013,25.16,15.21,59.66,0.40,31.31,0.00,9.65,0.9937
30,6,2013,30.31,14.67,50.22,0.47,30.84,0.00,8.90,1.4905
1,7,2013,33.86,16.08,47.16,0.48,31.32,0.00,7.65,1.8773
2,7,2013,33.90,17.42,42.23,0.51,30.91,0.00,5.73,2.1027
3,7,2013,28.66,16.75,60.10,0.34,30.46,0.00,7.32,1.1641
4,7,2013,28.78,15.79,57.29,0.38,31.38,0.00,7.79,1.2277
5,7,2013,27.49,15.44,61.71,0.41,30.38,0.00,3.12,1.0383
6,7,2013,24.32,16.02,72.08,1.55,20.81,2.28,4.32,0.6788
7,7,2013,22.06,15.99,73.36,0.75,22.88,0.03,7.62,0.5955
8,7,2013,24.73,15.61,71.22,0.63,30.25,0.00,5.89,0.7038
9,7,2013,29.57,15.34,63.32,0.54,30.72,0.02,4.51,1.0789
10,7,2013,33.36,17.70,60.14,0.45,30.40,0.00,5.14,1.4266
11,7,2013,27.93,16.44,70.68,0.32,30.42,0.00,6.83,0.826
12,7,2013,28.24,15.60,65.66,0.35,30.86,0.00,7.70,0.9625
13,7,2013,30.51,15.61,63.20,0.36,27.62,0.00,7.72,1.1302
14,7,2013,30.54,17.49,65.18,0.40,23.47,0.12,6.38,1.1099
15,7,2013,25.16,17.66,74.75,0.37,23.13,0.09,3.52,0.6588
16,7,2013,22.41,17.69,75.13,0.39,20.91,0.22,4.25,0.5888
17,7,2013,22.61,17.74,77.16,0.72,15.25,0.88,5.27,0.5452
18,7,2013,25.61,16.73,69.55,0.62,28.00,0.02,7.82,0.7901
19,7,2013,29.52,16.24,63.15,0.47,28.79,0.00,8.13,1.1007
20,7,2013,34.42,16.50,51.86,0.47,29.84,0.00,7.27,1.7624
21,7,2013,34.61,20.32,42.00,0.41,29.69,0.00,7.36,2.2874
22,7,2013,32.88,19.84,42.24,0.39,29.50,0.00,5.56,2.1116
23,7,2013,34.21,17.17,41.46,0.46,30.03,0.00,4.41,2.1486
24,7,2013,35.17,17.62,40.70,0.44,30.06,0.00,4.77,2.2804
25,7,2013,32.37,17.83,59.97,0.36,29.34,0.00,4.44,1.3805
26,7,2013,33.63,17.14,56.46,0.40,29.12,0.00,4.00,1.56
27,7,2013,35.64,18.77,48.95,0.43,28.39,0.00,4.45,2.0396
28,7,2013,28.07,19.88,63.93,0.38,25.44,0.12,2.33,1.1031
29,7,2013,26.70,20.41,73.42,2.03,24.16,4.51,2.50,0.7843
30,7,2013,26.86,19.05,73.55,1.98,24.43,0.00,2.57,0.7592
31,7,2013,29.75,19.07,60.83,1.11,27.24,0.00,2.83,1.2514
1,8,2013,30.73,19.86,57.55,0.47,27.16,0.03,4.39,1.431
2,8,2013,28.47,18.52,64.83,0.32,28.02,0.00,5.57,1.0581
3,8,2013,28.27,17.75,68.00,0.29,28.89,0.00,5.02,0.9394
4,8,2013,25.60,17.00,68.13,0.25,28.35,0.00,6.02,0.8319
5,8,2013,23.34,16.96,59.49,0.24,27.96,0.00,6.93,0.9724
6,8,2013,25.21,15.70,60.93,0.25,28.61,0.00,7.45,0.9751
7,8,2013,26.68,15.66,65.73,0.27,28.13,0.00,6.85,0.9044
8,8,2013,29.70,15.88,63.74,0.35,28.31,0.00,4.17,1.0833
9,8,2013,27.90,15.94,67.93,0.24,26.56,0.00,5.74,0.893
10,8,2013,27.86,16.82,64.33,0.25,26.62,0.00,7.65,1.0103
11,8,2013,30.79,16.28,51.13,0.32,28.31,0.00,8.11,1.537
12,8,2013,31.24,16.42,50.59,0.31,28.23,0.00,7.83,1.5866
13,8,2013,32.75,17.47,45.65,0.33,27.87,0.00,7.06,1.8904
14,8,2013,30.82,18.35,44.91,0.31,27.64,0.00,6.93,1.806
15,8,2013,32.87,16.32,43.68,0.36,27.59,0.00,4.80,1.9288
16,8,2013,28.74,17.21,62.41,0.25,27.15,0.00,6.32,1.1107
17,8,2013,31.55,16.12,62.00,0.31,26.94,0.00,5.34,1.2288
18,8,2013,25.85,15.68,66.04,0.21,27.43,0.00,6.35,0.8682
19,8,2013,27.77,14.22,65.03,0.27,27.21,0.00,5.04,0.9357
20,8,2013,32.98,15.98,57.10,0.37,26.72,0.03,3.78,1.4673
21,8,2013,36.56,17.00,50.89,0.36,26.50,0.00,3.12,1.98
22,8,2013,38.00,21.62,40.46,0.45,21.60,0.13,3.53,2.7412
23,8,2013,32.57,20.24,68.51,0.35,23.20,0.48,3.53,1.1468
24,8,2013,22.92,19.57,82.30,0.76,13.94,0.87,4.02,0.4489
25,8,2013,23.99,18.89,76.37,0.66,13.02,0.46,4.75,0.6102
26,8,2013,29.41,17.61,64.25,0.65,25.19,0.00,6.17,1.0931
27,8,2013,33.37,19.33,44.56,0.47,25.14,0.00,5.46,2.0453
28,8,2013,34.19,19.48,57.63,0.31,22.31,0.02,2.83,1.6185
29,8,2013,33.96,21.72,53.58,0.49,20.01,0.66,3.71,1.8351
30,8,2013,32.89,20.22,58.11,1.03,22.10,0.45,2.42,1.5435
31,8,2013,26.90,18.51,68.78,1.02,15.87,1.50,3.43,0.886
1,9,2013,24.42,18.13,70.42,0.66,21.55,0.00,6.48,0.7603
2,9,2013,23.26,17.12,66.69,0.37,18.63,0.04,5.03,0.8005
3,9,2013,21.91,15.95,75.57,0.92,11.47,2.35,3.45,0.5426
4,9,2013,20.27,15.79,65.96,0.83,11.14,0.01,2.90,0.71
5,9,2013,22.85,14.54,67.47,0.69,17.81,0.01,3.57,0.7221
6,9,2013,27.88,13.00,54.01,0.63,23.63,0.00,3.94,1.2076
7,9,2013,27.58,15.23,52.58,0.34,23.28,0.00,3.72,1.2849
8,9,2013,26.35,15.66,76.83,0.21,21.89,0.05,2.92,0.6037
9,9,2013,22.48,17.76,81.22,0.64,12.77,3.77,4.40,0.4465
10,9,2013,21.47,14.10,67.17,1.63,15.76,0.20,4.83,0.6843
11,9,2013,23.97,12.80,64.16,1.24,22.30,0.00,4.66,0.7987
12,9,2013,31.03,15.18,60.44,0.89,22.04,0.00,4.05,1.2314
13,9,2013,34.13,17.50,49.38,0.51,22.21,0.00,3.28,1.8623
14,9,2013,33.40,18.02,46.79,0.31,21.92,0.00,3.19,1.9184
15,9,2013,31.41,16.90,43.21,0.27,22.62,0.00,2.82,1.8525
16,9,2013,28.71,16.30,63.24,0.22,21.98,0.00,3.13,1.0647
17,9,2013,26.88,16.74,69.70,0.20,21.01,0.04,5.36,0.8251
18,9,2013,21.70,16.29,57.73,0.16,19.68,0.00,10.05,0.9401
19,9,2013,22.73,15.10,60.57,0.18,20.94,0.00,7.98,0.8833
20,9,2013,29.56,13.62,45.50,0.27,21.21,0.00,4.08,1.5524
21,9,2013,31.75,15.42,42.25,0.28,21.05,0.00,4.19,1.8596
22,9,2013,32.34,16.21,41.29,0.27,20.92,0.00,4.07,1.9638
23,9,2013,32.41,16.83,40.79,0.26,20.85,0.00,4.50,2.0081
24,9,2013,30.05,15.68,62.70,0.22,20.50,0.00,3.73,1.1258
25,9,2013,25.32,15.14,73.19,0.16,20.14,0.00,3.77,0.6635
26,9,2013,21.09,14.71,76.42,0.19,12.56,0.48,1.57,0.4922
27,9,2013,23.86,16.85,82.26,1.45,10.07,5.16,4.44,0.4327
28,9,2013,20.03,14.65,94.61,0.99,2.13,49.25,4.95,0.1081
29,9,2013,19.93,14.58,83.97,1.79,8.59,6.84,4.01,0.3196
30,9,2013,19.25,13.18,77.82,2.06,11.70,0.78,3.34,0.4156
1,10,2013,16.92,12.75,86.03,2.01,13.34,4.14,5.33,0.2376
2,10,2013,16.69,12.52,82.64,2.16,14.52,4.25,6.52,0.2909
3,10,2013,21.18,12.34,74.88,2.60,18.60,0.00,5.00,0.496
4,10,2013,20.68,13.24,78.87,2.36,18.85,0.00,4.58,0.4184
5,10,2013,22.00,13.03,78.65,2.29,18.33,0.00,4.42,0.4424
6,10,2013,22.51,13.17,75.97,2.38,18.30,0.00,5.83,0.5096
7,10,2013,22.66,12.92,73.89,2.28,18.27,0.00,5.04,0.5538
8,10,2013,25.73,11.72,75.09,2.11,18.13,0.00,2.73,0.5835
9,10,2013,22.74,13.51,84.26,1.68,17.64,0.00,2.71,0.3395
10,10,2013,22.30,12.03,84.59,1.67,17.42,0.00,2.18,0.3158
11,10,2013,23.66,13.13,80.58,1.79,17.31,0.02,3.35,0.4306
12,10,2013,21.52,12.70,72.49,1.74,15.04,0.00,4.13,0.5552
13,10,2013,21.90,12.36,67.34,1.86,16.43,0.00,5.63,0.6637
14,10,2013,22.68,14.30,77.41,1.45,16.66,0.00,6.47,0.4953
15,10,2013,20.67,13.55,78.14,1.21,16.67,0.01,5.57,0.4361
16,10,2013,24.43,12.33,76.05,1.34,15.41,0.03,3.79,0.5383
17,10,2013,23.27,12.26,67.31,1.34,14.94,0.02,3.89,0.7
18,10,2013,23.73,13.27,62.41,1.27,14.75,0.00,5.85,0.8383
19,10,2013,24.67,13.52,58.02,1.19,14.34,0.00,6.42,0.9772
20,10,2013,24.80,14.37,56.71,1.04,13.33,0.00,5.70,1.032
21,10,2013,21.59,14.75,81.78,0.85,5.45,8.45,4.63,0.3878
22,10,2013,20.32,13.72,91.11,1.62,11.98,8.14,2.40,0.1758
23,10,2013,18.82,12.84,91.63,1.10,9.36,0.88,1.66,0.153
24,10,2013,18.76,12.71,84.08,1.17,7.69,0.17,2.10,0.2893
25,10,2013,18.69,9.41,65.66,1.99,15.20,0.00,4.13,0.5727
26,10,2013,17.21,6.99,58.94,1.93,15.43,0.00,4.19,0.6087
27,10,2013,19.74,7.22,65.72,1.51,15.03,0.00,3.44,0.5687
28,10,2013,20.75,8.19,66.25,1.44,14.73,0.00,2.99,0.5967
29,10,2013,20.11,8.49,70.98,1.22,14.59,0.00,2.21,0.5025
30,10,2013,20.49,8.39,70.66,1.17,14.27,0.00,2.44,0.5152
31,10,2013,19.55,8.32,66.63,1.12,14.25,0.00,3.07,0.5623
1,11,2013,19.24,7.35,63.94,1.11,14.33,0.00,4.20,0.5872
2,11,2013,19.24,7.50,67.48,0.94,14.08,0.00,3.57,0.5313
3,11,2013,18.67,6.62,65.15,0.85,14.20,0.00,2.33,0.5452
4,11,2013,17.91,6.15,70.53,0.76,13.68,0.00,2.21,0.4416
5,11,2013,17.33,11.11,75.07,0.54,6.54,0.30,3.12,0.4115
6,11,2013,17.40,15.41,88.52,1.02,1.25,25.63,9.27,0.2146
7,11,2013,16.53,9.44,85.46,2.13,9.01,9.14,6.36,0.2227
8,11,2013,17.03,9.08,80.78,1.27,4.60,1.42,5.13,0.2975
9,11,2013,18.09,16.23,92.72,1.57,0.42,22.49,10.65,0.1427
10,11,2013,18.61,14.25,94.97,0.87,2.05,19.13,6.69,0.0948
11,11,2013,16.33,11.00,88.00,1.94,8.03,17.02,7.75,0.1902
12,11,2013,15.34,9.21,80.07,1.61,10.00,1.17,4.13,0.2897
13,11,2013,14.97,10.53,76.47,0.79,4.53,0.17,1.73,0.3499
14,11,2013,15.21,13.24,96.38,0.47,0.16,27.28,5.66,0.0588
15,11,2013,13.22,11.05,93.88,0.99,2.26,6.33,6.05,0.0868
16,11,2013,16.44,11.01,86.18,1.22,10.40,0.09,2.86,0.22
17,11,2013,15.78,12.05,93.38,0.28,1.03,16.67,3.90,0.1059
18,11,2013,16.18,9.37,80.72,1.37,8.85,0.02,4.80,0.2908
19,11,2013,15.65,6.77,82.98,0.91,10.46,0.00,1.36,0.2352
20,11,2013,14.93,11.99,94.44,0.29,1.61,2.58,1.54,0.0862
21,11,2013,16.06,13.68,93.26,0.64,3.45,4.01,3.40,0.1143
22,11,2013,16.58,11.39,82.95,1.25,4.73,4.99,4.95,0.2757
23,11,2013,14.62,8.60,74.13,1.23,9.21,5.38,2.36,0.3598
24,11,2013,15.38,9.06,83.48,1.27,6.18,9.41,4.74,0.2396
25,11,2013,14.22,7.85,75.20,0.91,6.09,0.00,2.29,0.3327
26,11,2013,15.68,10.23,94.38,0.27,0.48,5.79,5.04,0.0851
27,11,2013,17.36,13.21,93.74,0.68,2.38,8.82,6.23,0.1096
28,11,2013,17.97,15.51,85.26,1.47,5.90,6.48,7.89,0.2817
29,11,2013,16.66,14.55,92.00,1.86,4.10,22.69,9.44,0.1421
30,11,2013,16.40,12.87,89.57,1.75,4.37,19.27,9.42,0.1747
1,12,2013,14.89,11.89,79.67,3.24,3.93,17.20,11.81,0.3137
2,12,2013,14.49,11.33,69.20,1.62,4.95,0.08,5.53,0.4608
3,12,2013,14.70,7.37,85.85,0.48,5.37,0.75,1.60,0.191
4,12,2013,15.48,5.87,84.59,0.83,9.45,0.05,3.36,0.2069
5,12,2013,16.46,5.64,83.37,0.91,9.81,0.00,4.24,0.2315
6,12,2013,17.43,6.63,80.91,0.97,9.91,0.00,3.18,0.2833
7,12,2013,16.37,5.25,78.99,0.90,9.48,0.00,4.15,0.2888
8,12,2013,15.27,6.89,80.27,1.24,9.87,0.03,5.89,0.2693
9,12,2013,12.78,4.00,73.17,1.28,10.42,0.00,5.60,0.3072
10,12,2013,12.73,2.49,80.09,0.86,10.17,0.00,3.67,0.2192
11,12,2013,13.91,2.92,83.78,0.73,9.85,0.00,2.74,0.19
12,12,2013,14.77,4.31,87.21,0.60,7.27,0.07,2.95,0.1606
13,12,2013,15.82,9.72,85.00,0.86,7.06,0.63,4.48,0.2252
14,12,2013,15.70,10.24,89.85,0.79,4.74,10.84,2.66,0.1539
15,12,2013,14.45,8.66,94.89,0.56,7.14,0.11,2.01,0.0707
16,12,2013,14.05,9.81,95.13,0.25,3.16,0.63,2.04,0.0686
17,12,2013,14.61,7.51,76.57,1.64,9.40,5.67,7.47,0.3164
18,12,2013,12.40,5.19,67.91,1.43,9.73,0.01,5.49,0.3729
19,12,2013,14.11,5.08,75.41,1.17,9.50,0.00,5.51,0.3058
20,12,2013,15.34,4.61,84.11,0.69,9.74,0.00,2.57,0.2059
21,12,2013,14.82,6.80,87.45,0.49,3.60,0.27,3.91,0.1678
22,12,2013,13.92,12.06,93.47,0.32,0.98,4.32,4.01,0.0979
23,12,2013,15.18,11.86,84.74,0.90,4.42,0.30,4.24,0.2377
24,12,2013,14.94,11.31,93.13,0.66,4.99,5.48,2.85,0.1044
25,12,2013,13.43,9.14,77.19,0.91,5.82,0.13,1.91,0.3079
26,12,2013,13.76,10.41,83.55,1.13,2.08,11.76,6.63,0.2333
27,12,2013,11.67,5.29,84.09,0.93,7.23,2.72,3.36,0.18
28,12,2013,11.71,6.44,81.04,0.57,5.27,0.25,1.36,0.2218
29,12,2013,12.67,6.01,90.39,0.32,3.85,1.02,1.37,0.1154
30,12,2013,14.04,8.59,84.68,0.61,2.06,0.66,4.49,0.2083
31,12,2013,15.28,10.76,81.92,1.09,3.69,7.21,5.89,0.2738
1,1,2014,12.31,7.13,75.63,0.94,3.59,0.06,3.28,0.2976
2,1,2014,12.02,6.30,85.03,0.39,4.52,0.08,0.63,0.1766
3,1,2014,13.27,8.83,90.44,0.52,2.61,2.77,3.59,0.1271
4,1,2014,15.75,12.46,87.98,0.81,3.51,1.52,6.18,0.1944
5,1,2014,16.22,14.37,86.12,1.08,3.10,2.70,7.58,0.2416
6,1,2014,15.57,13.68,89.17,1.01,3.25,3.54,6.51,0.1806
7,1,2014,15.51,12.00,94.86,0.42,1.70,4.15,3.93,0.0813
8,1,2014,14.42,7.12,78.10,1.41,10.12,0.14,3.98,0.2905
9,1,2014,14.69,3.85,86.34,0.75,10.75,0.01,2.35,0.1691
10,1,2014,15.22,6.35,85.09,0.85,9.35,0.00,2.00,0.2004
11,1,2014,13.83,7.58,87.55,0.64,7.12,0.01,3.84,0.1633
12,1,2014,14.72,6.11,82.19,0.87,9.32,0.00,3.86,0.2331
13,1,2014,15.11,4.40,85.14,0.91,10.53,0.00,3.94,0.1898
14,1,2014,14.70,4.72,84.21,0.86,10.19,0.00,3.35,0.1996
15,1,2014,15.09,3.87,81.66,0.95,11.04,0.00,3.08,0.2312
16,1,2014,13.51,2.08,80.30,0.88,11.49,0.00,2.50,0.2224
17,1,2014,13.10,1.81,84.52,0.82,11.21,0.00,2.98,0.1706
18,1,2014,14.14,3.40,83.08,0.92,9.58,0.00,4.21,0.2024
19,1,2014,15.09,4.05,79.18,1.25,9.33,1.17,5.05,0.2635
20,1,2014,14.75,4.89,79.27,1.22,11.26,0.00,4.70,0.2637
21,1,2014,14.59,4.48,80.56,1.06,11.57,0.00,4.52,0.2432
22,1,2014,12.73,4.69,68.30,1.53,11.87,0.00,6.60,0.3685
23,1,2014,11.22,1.76,63.28,1.51,12.15,0.00,5.91,0.3719
24,1,2014,11.85,2.34,65.07,1.66,10.84,0.47,8.78,0.3688
25,1,2014,16.13,6.97,66.69,1.72,11.11,0.09,7.89,0.4719
26,1,2014,13.09,8.15,92.15,0.71,1.80,9.05,6.56,0.1017
27,1,2014,15.29,10.02,82.86,1.11,9.67,5.52,2.14,0.2543
28,1,2014,14.22,6.88,88.59,0.69,7.12,1.34,1.39,0.1492
29,1,2014,14.75,7.89,87.18,0.80,6.91,2.52,1.49,0.1758
30,1,2014,15.17,8.17,84.08,0.80,5.05,0.91,4.62,0.2236
31,1,2014,15.68,13.89,88.48,0.85,2.26,2.23,8.44,0.194
1,2,2014,15.96,14.67,93.88,0.76,2.16,3.28,7.73,0.1066
2,2,2014,15.65,11.08,89.90,0.83,5.06,0.58,4.61,0.1564
3,2,2014,19.29,7.55,83.41,1.17,11.91,0.05,2.14,0.2719
4,2,2014,19.73,7.03,83.24,1.10,12.88,0.00,3.05,0.2768
5,2,2014,17.47,6.55,91.25,0.94,13.03,0.01,2.07,0.1298
6,2,2014,15.39,7.09,89.00,1.01,8.73,0.49,2.19,0.1516
7,2,2014,12.81,6.21,74.64,1.56,8.55,0.27,5.92,0.3079
8,2,2014,12.66,2.75,71.12,1.44,14.39,0.00,2.86,0.319
9,2,2014,13.20,4.78,80.39,1.00,10.71,0.05,1.63,0.233
10,2,2014,15.04,5.15,87.53,1.03,11.79,0.08,1.99,0.1616
11,2,2014,14.22,8.70,85.49,0.74,5.21,0.66,3.70,0.1993
12,2,2014,13.25,8.07,82.42,0.86,5.56,0.09,3.25,0.2286
13,2,2014,14.63,9.47,74.54,1.41,6.90,0.84,5.96,0.3628
14,2,2014,12.26,8.62,70.16,1.45,8.70,0.00,4.23,0.3798
15,2,2014,13.91,9.50,77.09,1.33,6.16,0.58,8.43,0.3181
16,2,2014,10.06,5.94,80.87,1.99,9.89,6.45,9.57,0.207
17,2,2014,11.11,4.70,76.41,1.30,11.32,0.13,4.87,0.2567
18,2,2014,10.31,7.05,82.58,1.78,10.13,4.70,9.09,0.1968
19,2,2014,11.64,4.41,69.26,1.89,16.46,0.00,6.09,0.3392
20,2,2014,12.64,4.35,83.19,0.77,5.98,3.35,3.70,0.193
21,2,2014,10.79,5.33,75.68,1.68,10.90,1.51,5.11,0.266
22,2,2014,11.66,7.01,81.77,1.37,7.45,2.89,6.17,0.2164
23,2,2014,14.47,7.41,85.45,1.29,10.11,0.60,6.80,0.1949
24,2,2014,16.49,8.86,82.10,1.68,16.49,0.00,5.83,0.2697
25,2,2014,16.21,7.07,80.83,1.64,17.40,0.00,4.74,0.2731
26,2,2014,16.23,6.82,79.19,1.65,17.65,0.01,4.47,0.295
27,2,2014,16.51,6.86,81.77,1.54,17.22,0.00,4.65,0.2617
28,2,2014,17.08,5.71,80.36,1.54,17.71,0.02,2.64,0.2813
1,3,2014,18.64,5.48,76.25,1.69,17.86,0.00,2.41,0.3622
2,3,2014,16.82,6.14,78.82,1.45,16.44,0.00,3.00,0.3029
3,3,2014,13.82,7.48,76.57,1.12,9.02,0.38,1.81,0.3064
4,3,2014,15.33,7.48,83.49,0.81,7.65,0.39,3.23,0.2293
5,3,2014,15.69,10.61,84.75,1.20,11.96,0.56,3.85,0.2335
6,3,2014,15.25,6.86,78.83,1.56,11.27,2.97,4.16,0.2885
7,3,2014,15.97,4.52,73.52,1.80,19.45,0.00,2.16,0.352
8,3,2014,18.10,4.58,78.61,1.69,18.48,0.00,3.05,0.3127
9,3,2014,20.89,5.47,77.03,1.81,19.16,0.05,2.84,0.3872
10,3,2014,22.39,6.62,73.41,1.95,19.12,0.05,4.38,0.4897
11,3,2014,23.12,7.65,71.78,1.95,19.06,0.04,3.81,0.5471
12,3,2014,19.94,7.55,64.51,1.82,18.80,0.05,4.72,0.598
13,3,2014,15.91,5.53,39.54,2.05,21.13,0.00,7.43,0.8201
14,3,2014,14.89,3.93,50.23,1.56,20.96,0.00,5.01,0.6228
15,3,2014,14.09,4.62,48.78,1.36,17.69,0.02,4.09,0.6293
16,3,2014,16.30,5.21,50.00,1.47,20.26,0.11,5.53,0.6847
17,3,2014,17.82,6.32,50.77,1.39,20.70,0.00,4.52,0.7377
18,3,2014,18.85,5.33,49.86,1.30,21.68,0.00,5.40,0.7695
19,3,2014,19.31,5.91,54.28,1.17,21.84,0.00,4.69,0.7246
20,3,2014,20.79,5.81,60.34,1.18,22.03,0.00,3.84,0.6699
21,3,2014,19.82,7.57,59.60,1.03,22.16,0.00,5.13,0.6775
22,3,2014,19.50,6.70,60.82,0.97,22.10,0.00,4.97,0.6363
23,3,2014,18.78,7.36,54.99,0.93,22.19,0.00,5.65,0.7189
24,3,2014,17.99,5.64,48.59,0.87,22.89,0.00,6.48,0.7647
25,3,2014,19.59,6.28,58.55,0.87,22.71,0.00,4.74,0.67
26,3,2014,16.11,7.47,79.26,0.61,18.53,0.23,3.70,0.2972
27,3,2014,13.12,7.78,88.19,1.11,4.46,15.52,4.90,0.1515
28,3,2014,11.58,6.90,79.17,2.29,14.00,7.37,5.90,0.2457
29,3,2014,13.47,8.20,76.10,2.04,5.91,11.64,8.55,0.3145
30,3,2014,13.07,8.33,73.78,3.47,15.18,10.41,11.39,0.3411
31,3,2014,13.39,8.78,67.56,2.82,17.05,0.59,7.34,0.4327
1,4,2014,14.71,7.82,75.15,1.92,13.65,1.47,5.03,0.3396
2,4,2014,16.05,12.62,92.79,1.15,5.74,5.39,7.16,0.1184
3,4,2014,15.39,13.30,95.19,0.58,3.63,2.22,4.25,0.0788
4,4,2014,16.62,12.95,85.80,1.60,11.68,0.78,4.18,0.2403
5,4,2014,17.04,13.22,82.04,2.27,16.88,1.00,7.72,0.3109
6,4,2014,16.14,11.71,76.76,2.34,16.42,0.05,4.50,0.3731
7,4,2014,19.88,11.83,81.03,2.52,21.82,0.05,2.49,0.3517
8,4,2014,17.53,9.14,84.80,1.83,17.15,0.38,3.79,0.2404
9,4,2014,16.52,11.71,74.29,2.08,14.97,0.39,3.24,0.4185
